side,h,N,N_base,mean_bp,median_bp,up%,t,excess_bp,src,tf,event,rep
short,20,12,1285,117.2,76.3,58.3,1.67,212.0,null_rw,daily,donch260,15
long,1,9,8993,2.5,2.8,55.6,0.52,2.5,null_rw,60m,compress_bo,15
long,3,9,8991,21.1,9.4,66.7,1.48,20.9,null_rw,60m,compress_bo,15
long,5,9,8989,29.5,23.0,77.8,2.58,29.2,null_rw,60m,compress_bo,15
long,10,9,8984,10.1,21.3,55.6,0.68,9.4,null_rw,60m,compress_bo,15
long,20,9,8974,-43.4,-23.1,44.4,-0.88,-44.9,null_rw,60m,compress_bo,15
short,1,8,8993,5.1,0.6,50.0,0.43,5.1,null_rw,60m,compress_bo,15
short,3,8,8991,-1.1,7.7,62.5,-0.09,-0.9,null_rw,60m,compress_bo,15
short,5,8,8989,23.9,29.3,75.0,1.22,24.1,null_rw,60m,compress_bo,15
short,10,8,8984,-11.3,-41.8,37.5,-0.3,-10.7,null_rw,60m,compress_bo,15
short,20,8,8974,19.3,21.0,50.0,0.27,20.8,null_rw,60m,compress_bo,15
long,1,106,8993,1.0,-3.3,47.2,0.29,1.0,null_rw,60m,kelt_pull,15
long,3,106,8991,-2.7,-2.5,48.1,-0.45,-2.8,null_rw,60m,kelt_pull,15
long,5,106,8989,-2.0,-6.4,47.2,-0.25,-2.2,null_rw,60m,kelt_pull,15
long,10,106,8984,-11.2,3.0,50.9,-0.97,-11.8,null_rw,60m,kelt_pull,15
long,20,106,8974,-21.3,16.9,54.7,-1.27,-22.8,null_rw,60m,kelt_pull,15
short,1,92,8993,0.9,-1.2,45.7,0.25,1.0,null_rw,60m,kelt_pull,15
short,3,92,8991,-0.1,2.5,52.2,-0.02,0.0,null_rw,60m,kelt_pull,15
short,5,92,8989,4.1,8.8,54.3,0.53,4.4,null_rw,60m,kelt_pull,15
short,10,92,8984,1.9,20.3,57.6,0.18,2.6,null_rw,60m,kelt_pull,15
short,20,92,8974,-19.6,3.5,51.1,-1.17,-18.1,null_rw,60m,kelt_pull,15
long,1,1,1304,,,,,,null_rw,daily,compress_bo,16
long,3,1,1302,,,,,,null_rw,daily,compress_bo,16
long,5,1,1300,,,,,,null_rw,daily,compress_bo,16
long,10,1,1295,,,,,,null_rw,daily,compress_bo,16
long,20,1,1285,,,,,,null_rw,daily,compress_bo,16
short,1,0,1304,,,,,,null_rw,daily,compress_bo,16
short,3,0,1302,,,,,,null_rw,daily,compress_bo,16
short,5,0,1300,,,,,,null_rw,daily,compress_bo,16
short,10,0,1295,,,,,,null_rw,daily,compress_bo,16
short,20,0,1285,,,,,,null_rw,daily,compress_bo,16
long,1,24,1304,14.1,50.3,58.3,0.66,10.7,null_rw,daily,kelt_pull,16
long,3,24,1302,18.7,6.8,54.2,0.59,8.4,null_rw,daily,kelt_pull,16
long,5,24,1300,0.7,16.7,58.3,0.02,-16.7,null_rw,daily,kelt_pull,16
long,10,24,1295,-52.7,-33.4,41.7,-0.83,-88.2,null_rw,daily,kelt_pull,16
long,20,24,1285,-99.4,11.9,54.2,-1.21,-169.1,null_rw,daily,kelt_pull,16
short,1,7,1304,28.9,4.4,57.1,0.65,32.3,null_rw,daily,kelt_pull,16
short,3,7,1302,-2.0,20.1,57.1,-0.03,8.3,null_rw,daily,kelt_pull,16
short,5,7,1300,8.5,137.1,57.1,0.07,25.9,null_rw,daily,kelt_pull,16
short,10,7,1295,52.9,167.0,57.1,0.37,88.4,null_rw,daily,kelt_pull,16
short,20,7,1285,-237.3,-124.4,14.3,-2.22,-167.5,null_rw,daily,kelt_pull,16
long,1,33,1304,19.1,20.2,57.6,1.07,15.7,null_rw,daily,donch100,16
long,3,33,1302,-9.9,-8.3,45.5,-0.41,-20.2,null_rw,daily,donch100,16
long,5,33,1300,6.8,-38.1,45.5,0.17,-10.6,null_rw,daily,donch100,16
long,10,33,1295,-40.8,-56.3,42.4,-0.83,-76.3,null_rw,daily,donch100,16
long,20,33,1285,-82.6,-6.1,48.5,-1.32,-152.4,null_rw,daily,donch100,16
short,1,14,1304,-9.9,-8.9,35.7,-0.47,-6.5,null_rw,daily,donch100,16
short,3,14,1302,25.8,26.2,57.1,0.69,36.1,null_rw,daily,donch100,16
short,5,14,1300,23.9,4.1,50.0,0.35,41.4,null_rw,daily,donch100,16
short,10,14,1295,14.7,-44.0,42.9,0.12,50.3,null_rw,daily,donch100,16
short,20,14,1285,-37.1,-49.5,50.0,-0.22,32.6,null_rw,daily,donch100,16
long,1,25,1304,24.9,42.5,64.0,1.29,21.5,null_rw,daily,donch260,16
long,3,25,1302,5.4,-1.1,48.0,0.21,-4.9,null_rw,daily,donch260,16
long,5,25,1300,33.6,1.7,52.0,0.78,16.2,null_rw,daily,donch260,16
long,10,25,1295,-33.6,-97.7,44.0,-0.56,-69.1,null_rw,daily,donch260,16
long,20,25,1285,-76.9,-6.1,48.0,-0.99,-146.7,null_rw,daily,donch260,16
short,1,7,1304,-25.2,-41.5,28.6,-0.72,-21.9,null_rw,daily,donch260,16
short,3,7,1302,-21.0,10.6,57.1,-0.49,-10.7,null_rw,daily,donch260,16
short,5,7,1300,-106.3,-55.5,28.6,-1.55,-88.8,null_rw,daily,donch260,16
short,10,7,1295,-179.6,-189.0,42.9,-1.37,-144.1,null_rw,daily,donch260,16
short,20,7,1285,-388.8,-412.1,28.6,-1.77,-319.1,null_rw,daily,donch260,16
long,1,12,8993,13.5,13.4,75.0,1.59,13.1,null_rw,60m,compress_bo,16
long,3,12,8991,24.1,4.3,58.3,1.12,23.0,null_rw,60m,compress_bo,16
long,5,12,8989,39.4,35.7,75.0,1.74,37.5,null_rw,60m,compress_bo,16
long,10,12,8984,55.7,84.4,75.0,1.74,52.1,null_rw,60m,compress_bo,16
long,20,12,8974,84.4,84.9,58.3,1.75,77.2,null_rw,60m,compress_bo,16
short,1,11,8993,4.9,-7.9,45.5,0.42,5.3,null_rw,60m,compress_bo,16
short,3,11,8991,15.6,10.8,54.5,0.73,16.7,null_rw,60m,compress_bo,16
short,5,11,8989,32.3,59.0,72.7,1.4,34.2,null_rw,60m,compress_bo,16
short,10,11,8984,35.9,79.0,72.7,1.42,39.6,null_rw,60m,compress_bo,16
short,20,11,8974,14.2,32.4,72.7,0.23,21.4,null_rw,60m,compress_bo,16
long,1,117,8993,-3.6,-5.7,43.6,-1.12,-3.9,null_rw,60m,kelt_pull,16
long,3,117,8991,-7.6,-16.8,39.3,-1.4,-8.7,null_rw,60m,kelt_pull,16
long,5,117,8989,-13.9,-16.4,44.4,-2.07,-15.8,null_rw,60m,kelt_pull,16
long,10,117,8984,-16.4,-16.8,41.9,-1.9,-20.0,null_rw,60m,kelt_pull,16
long,20,117,8974,-2.8,-23.3,46.2,-0.21,-10.0,null_rw,60m,kelt_pull,16
short,1,99,8993,-3.4,-5.0,43.4,-1.02,-3.0,null_rw,60m,kelt_pull,16
short,3,99,8991,1.3,-1.2,49.5,0.2,2.4,null_rw,60m,kelt_pull,16
short,5,99,8989,2.7,1.6,50.5,0.34,4.6,null_rw,60m,kelt_pull,16
short,10,99,8984,1.1,-1.4,48.5,0.1,4.7,null_rw,60m,kelt_pull,16
short,20,99,8974,5.3,3.3,51.5,0.37,12.5,null_rw,60m,kelt_pull,16
long,1,0,1304,,,,,,null_rw,daily,compress_bo,17
long,3,0,1302,,,,,,null_rw,daily,compress_bo,17
long,5,0,1300,,,,,,null_rw,daily,compress_bo,17
long,10,0,1295,,,,,,null_rw,daily,compress_bo,17
long,20,0,1285,,,,,,null_rw,daily,compress_bo,17
short,1,1,1304,,,,,,null_rw,daily,compress_bo,17
short,3,1,1302,,,,,,null_rw,daily,compress_bo,17
short,5,1,1300,,,,,,null_rw,daily,compress_bo,17
short,10,1,1295,,,,,,null_rw,daily,compress_bo,17
short,20,1,1285,,,,,,null_rw,daily,compress_bo,17
long,1,14,1304,-6.2,11.0,50.0,-0.32,-6.0,null_rw,daily,kelt_pull,17
long,3,14,1302,25.1,49.6,64.3,0.69,25.6,null_rw,daily,kelt_pull,17
long,5,14,1300,-24.0,-25.5,42.9,-0.39,-23.2,null_rw,daily,kelt_pull,17
long,10,14,1295,46.1,67.9,64.3,0.57,49.6,null_rw,daily,kelt_pull,17
long,20,14,1285,23.7,-52.4,42.9,0.28,37.7,null_rw,daily,kelt_pull,17
short,1,11,1304,4.5,4.3,54.5,0.14,4.3,null_rw,daily,kelt_pull,17
short,3,11,1302,30.1,23.4,63.6,0.61,29.7,null_rw,daily,kelt_pull,17
short,5,11,1300,57.2,58.5,72.7,0.93,56.4,null_rw,daily,kelt_pull,17
short,10,11,1295,-2.4,32.2,54.5,-0.04,-5.8,null_rw,daily,kelt_pull,17
short,20,11,1285,-140.0,-136.3,27.3,-1.75,-154.0,null_rw,daily,kelt_pull,17
long,1,18,1304,28.3,37.7,61.1,1.4,28.5,null_rw,daily,donch100,17
long,3,18,1302,23.6,-2.9,50.0,0.56,24.1,null_rw,daily,donch100,17
long,5,17,1300,25.2,84.2,52.9,0.41,25.9,null_rw,daily,donch100,17
long,10,16,1295,44.0,73.4,62.5,0.42,47.4,null_rw,daily,donch100,17
long,20,15,1285,90.0,76.6,60.0,0.64,104.0,null_rw,daily,donch100,17
short,1,25,1304,0.5,-2.0,48.0,0.02,0.3,null_rw,daily,donch100,17
short,3,25,1302,33.4,29.5,68.0,1.15,33.0,null_rw,daily,donch100,17
short,5,25,1300,41.8,45.2,60.0,1.09,41.0,null_rw,daily,donch100,17
short,10,25,1295,44.7,8.6,52.0,0.73,41.3,null_rw,daily,donch100,17
short,20,25,1285,43.4,12.2,52.0,0.49,29.4,null_rw,daily,donch100,17
long,1,8,1304,33.8,52.3,75.0,1.15,34.0,null_rw,daily,donch260,17
long,3,8,1302,60.8,84.3,50.0,0.9,61.3,null_rw,daily,donch260,17
long,5,7,1300,30.7,16.7,57.1,0.27,31.5,null_rw,daily,donch260,17
long,10,6,1295,-72.9,-118.7,50.0,-0.32,-69.4,null_rw,daily,donch260,17
long,20,5,1285,-64.0,-189.5,40.0,-0.22,-50.0,null_rw,daily,donch260,17
short,1,18,1304,4.4,3.3,50.0,0.15,4.2,null_rw,daily,donch260,17
short,3,18,1302,18.4,9.0,61.1,0.54,17.9,null_rw,daily,donch260,17
short,5,18,1300,21.4,27.3,55.6,0.57,20.7,null_rw,daily,donch260,17
short,10,18,1295,-3.1,-77.7,44.4,-0.05,-6.5,null_rw,daily,donch260,17
short,20,18,1285,-15.6,19.5,55.6,-0.19,-29.6,null_rw,daily,donch260,17
long,1,20,8993,-4.6,-4.1,45.0,-0.55,-4.4,null_rw,60m,compress_bo,17
long,3,20,8991,-25.3,-32.7,40.0,-1.31,-24.8,null_rw,60m,compress_bo,17
long,5,20,8989,-28.3,3.0,55.0,-1.24,-27.4,null_rw,60m,compress_bo,17
long,10,20,8984,-1.9,18.7,60.0,-0.07,-0.1,null_rw,60m,compress_bo,17
long,20,20,8974,-20.0,15.3,55.0,-0.53,-16.0,null_rw,60m,compress_bo,17
short,1,11,8993,-5.8,-4.2,36.4,-0.61,-5.9,null_rw,60m,compress_bo,17
short,3,11,8991,25.6,0.9,54.5,1.27,25.1,null_rw,60m,compress_bo,17
short,5,11,8989,27.3,15.8,54.5,1.03,26.4,null_rw,60m,compress_bo,17
short,10,11,8984,51.2,46.5,81.8,1.3,49.4,null_rw,60m,compress_bo,17
short,20,11,8974,101.5,133.2,63.6,1.7,97.5,null_rw,60m,compress_bo,17
long,1,96,8993,-4.5,-0.6,50.0,-1.26,-4.3,null_rw,60m,kelt_pull,17
long,3,96,8991,-5.7,-11.4,44.8,-0.88,-5.2,null_rw,60m,kelt_pull,17
long,5,96,8989,-9.4,-11.2,44.8,-1.21,-8.5,null_rw,60m,kelt_pull,17
long,10,96,8984,-28.9,-32.0,39.6,-2.51,-27.0,null_rw,60m,kelt_pull,17
long,20,96,8974,-45.5,-46.2,39.6,-3.05,-41.6,null_rw,60m,kelt_pull,17
short,1,102,8993,-2.1,-3.4,46.1,-0.55,-2.2,null_rw,60m,kelt_pull,17
short,3,102,8991,-2.4,-1.2,49.0,-0.43,-3.0,null_rw,60m,kelt_pull,17
short,5,102,8989,-9.1,-13.1,43.1,-1.24,-10.0,null_rw,60m,kelt_pull,17
short,10,102,8984,-2.5,8.1,53.9,-0.24,-4.3,null_rw,60m,kelt_pull,17
short,20,102,8974,-26.0,-22.9,44.1,-1.77,-30.0,null_rw,60m,kelt_pull,17
long,1,1,1304,,,,,,null_rw,daily,compress_bo,18
long,3,1,1302,,,,,,null_rw,daily,compress_bo,18
long,5,1,1300,,,,,,null_rw,daily,compress_bo,18
long,10,1,1295,,,,,,null_rw,daily,compress_bo,18
long,20,1,1285,,,,,,null_rw,daily,compress_bo,18
short,1,3,1304,62.2,100.6,66.7,1.45,58.3,null_rw,daily,compress_bo,18
short,3,3,1302,58.8,103.0,66.7,1.24,47.0,null_rw,daily,compress_bo,18
short,5,3,1300,2.9,115.1,66.7,0.02,-17.0,null_rw,daily,compress_bo,18
short,10,3,1295,51.8,230.3,66.7,0.26,12.9,null_rw,daily,compress_bo,18
short,20,3,1285,397.9,736.6,66.7,1.17,320.9,null_rw,daily,compress_bo,18
long,1,9,1304,22.3,20.1,66.7,1.33,26.2,null_rw,daily,kelt_pull,18
long,3,9,1302,24.3,45.3,77.8,0.64,36.1,null_rw,daily,kelt_pull,18
long,5,9,1300,65.4,85.1,77.8,1.44,85.3,null_rw,daily,kelt_pull,18
long,10,9,1295,-26.7,-79.4,33.3,-0.35,12.3,null_rw,daily,kelt_pull,18
long,20,9,1285,-53.2,-13.3,44.4,-0.51,23.8,null_rw,daily,kelt_pull,18
short,1,13,1304,-9.9,0.4,53.8,-0.44,-13.8,null_rw,daily,kelt_pull,18
short,3,13,1302,-103.5,-106.7,30.8,-2.12,-115.3,null_rw,daily,kelt_pull,18
short,5,13,1300,-67.8,-55.5,38.5,-1.04,-87.7,null_rw,daily,kelt_pull,18
short,10,13,1295,-63.4,-66.0,46.2,-0.79,-102.4,null_rw,daily,kelt_pull,18
short,20,13,1285,19.5,37.9,61.5,0.2,-57.4,null_rw,daily,kelt_pull,18
long,1,17,1304,-17.4,-17.9,41.2,-0.65,-13.6,null_rw,daily,donch100,18
long,3,17,1302,-78.6,-105.2,29.4,-1.78,-66.8,null_rw,daily,donch100,18
long,5,17,1300,-28.4,-70.1,35.3,-0.67,-8.6,null_rw,daily,donch100,18
long,10,17,1295,-60.6,-119.1,41.2,-1.06,-21.6,null_rw,daily,donch100,18
long,20,17,1285,-169.5,-181.6,35.3,-2.03,-92.6,null_rw,daily,donch100,18
short,1,38,1304,28.1,41.7,60.5,1.88,24.3,null_rw,daily,donch100,18
short,3,38,1302,46.9,64.5,63.2,1.95,35.2,null_rw,daily,donch100,18
short,5,37,1300,54.4,114.2,59.5,1.46,34.5,null_rw,daily,donch100,18
short,10,37,1295,72.7,166.0,59.5,1.3,33.8,null_rw,daily,donch100,18
short,20,36,1285,95.7,34.4,50.0,1.27,18.7,null_rw,daily,donch100,18
long,1,6,1304,-63.1,-57.4,0.0,-3.67,-59.2,null_rw,daily,donch260,18
long,3,6,1302,-117.3,-150.9,16.7,-3.73,-105.5,null_rw,daily,donch260,18
long,5,6,1300,-172.7,-158.9,0.0,-6.66,-152.9,null_rw,daily,donch260,18
long,10,6,1295,-110.4,-67.8,50.0,-1.34,-71.4,null_rw,daily,donch260,18
long,20,6,1285,-283.6,-230.3,16.7,-2.4,-206.6,null_rw,daily,donch260,18
short,1,22,1304,12.1,3.6,50.0,0.57,8.2,null_rw,daily,donch260,18
short,3,22,1302,41.0,48.7,59.1,1.25,29.3,null_rw,daily,donch260,18
short,5,22,1300,75.4,138.9,63.6,1.48,55.6,null_rw,daily,donch260,18
short,10,22,1295,76.1,107.1,59.1,1.01,37.1,null_rw,daily,donch260,18
short,20,22,1285,-17.2,-37.9,45.5,-0.16,-94.1,null_rw,daily,donch260,18
long,1,10,8993,-11.2,-5.3,30.0,-0.95,-11.1,null_rw,60m,compress_bo,18
long,3,10,8991,-15.3,-20.8,30.0,-0.57,-14.7,null_rw,60m,compress_bo,18
long,5,10,8989,-35.9,-48.8,30.0,-1.2,-34.9,null_rw,60m,compress_bo,18
long,10,10,8984,-30.4,-53.8,40.0,-0.69,-28.5,null_rw,60m,compress_bo,18
long,20,10,8974,-46.8,-103.7,30.0,-0.77,-43.3,null_rw,60m,compress_bo,18
short,1,10,8993,7.8,2.6,50.0,0.58,7.6,null_rw,60m,compress_bo,18
short,3,10,8991,34.6,36.9,60.0,2.05,34.0,null_rw,60m,compress_bo,18
short,5,10,8989,29.5,27.3,70.0,1.92,28.5,null_rw,60m,compress_bo,18
short,10,10,8984,83.3,99.5,70.0,2.57,81.4,null_rw,60m,compress_bo,18
short,20,10,8974,90.1,68.9,60.0,2.15,86.7,null_rw,60m,compress_bo,18
long,1,96,8993,1.6,6.8,61.5,0.47,1.8,null_rw,60m,kelt_pull,18
long,3,96,8991,2.3,-0.3,49.0,0.37,2.9,null_rw,60m,kelt_pull,18
long,5,96,8989,1.3,-1.5,47.9,0.15,2.3,null_rw,60m,kelt_pull,18
long,10,96,8984,-2.4,-11.5,45.8,-0.18,-0.5,null_rw,60m,kelt_pull,18
long,20,96,8974,-4.0,-12.9,46.9,-0.21,-0.5,null_rw,60m,kelt_pull,18
short,1,103,8993,-1.9,0.2,50.5,-0.51,-2.1,null_rw,60m,kelt_pull,18
short,3,103,8991,1.0,3.3,50.5,0.17,0.4,null_rw,60m,kelt_pull,18
short,5,103,8989,10.1,8.5,56.3,1.43,9.1,null_rw,60m,kelt_pull,18
short,10,103,8984,20.2,22.2,57.3,1.94,18.3,null_rw,60m,kelt_pull,18
short,20,103,8974,12.4,16.6,53.4,0.77,8.9,null_rw,60m,kelt_pull,18
long,1,2,1304,25.0,25.0,100.0,1.7,22.8,null_rw,daily,compress_bo,19
long,3,2,1302,20.9,20.9,50.0,0.35,14.3,null_rw,daily,compress_bo,19
long,5,2,1300,101.0,101.0,100.0,52.22,90.0,null_rw,daily,compress_bo,19
long,10,2,1295,15.8,15.8,50.0,0.32,-6.4,null_rw,daily,compress_bo,19
long,20,2,1285,57.8,57.8,100.0,1.65,12.9,null_rw,daily,compress_bo,19
short,1,0,1304,,,,,,null_rw,daily,compress_bo,19
short,3,0,1302,,,,,,null_rw,daily,compress_bo,19
short,5,0,1300,,,,,,null_rw,daily,compress_bo,19
short,10,0,1295,,,,,,null_rw,daily,compress_bo,19
short,20,0,1285,,,,,,null_rw,daily,compress_bo,19
long,1,15,1304,-18.5,-9.5,46.7,-0.84,-20.7,null_rw,daily,kelt_pull,19
long,3,15,1302,-5.3,-28.6,40.0,-0.15,-11.9,null_rw,daily,kelt_pull,19
long,5,15,1300,-34.2,-21.6,40.0,-1.05,-45.2,null_rw,daily,kelt_pull,19
long,10,15,1295,-29.4,-38.3,40.0,-0.45,-51.6,null_rw,daily,kelt_pull,19
long,20,15,1285,59.3,59.2,60.0,0.62,14.4,null_rw,daily,kelt_pull,19
short,1,11,1304,-5.7,11.8,72.7,-0.17,-3.6,null_rw,daily,kelt_pull,19
short,3,11,1302,-91.0,-20.8,36.4,-1.61,-84.4,null_rw,daily,kelt_pull,19
short,5,11,1300,-96.5,-64.9,36.4,-1.21,-85.5,null_rw,daily,kelt_pull,19
short,10,11,1295,-36.7,94.2,54.5,-0.32,-14.4,null_rw,daily,kelt_pull,19
short,20,11,1285,-17.4,-237.4,36.4,-0.11,27.4,null_rw,daily,kelt_pull,19
long,1,34,1304,-4.1,-18.5,41.2,-0.27,-6.2,null_rw,daily,donch100,19
long,3,34,1302,14.4,41.5,61.8,0.55,7.9,null_rw,daily,donch100,19
long,5,34,1300,32.2,29.4,52.9,0.99,21.2,null_rw,daily,donch100,19
long,10,34,1295,46.6,-19.0,47.1,1.04,24.4,null_rw,daily,donch100,19
long,20,34,1285,45.7,34.7,58.8,0.72,0.9,null_rw,daily,donch100,19
short,1,26,1304,0.1,-9.8,50.0,0.01,2.2,null_rw,daily,donch100,19
short,3,26,1302,-5.3,-11.9,42.3,-0.19,1.3,null_rw,daily,donch100,19
short,5,26,1300,4.8,-7.5,46.2,0.12,15.8,null_rw,daily,donch100,19
short,10,26,1295,13.2,16.5,50.0,0.25,35.5,null_rw,daily,donch100,19
short,20,26,1285,-33.9,-105.1,42.3,-0.43,10.9,null_rw,daily,donch100,19
long,1,15,1304,-9.1,-5.2,46.7,-0.47,-11.2,null_rw,daily,donch260,19
long,3,15,1302,23.6,29.2,60.0,0.57,17.0,null_rw,daily,donch260,19
long,5,15,1300,63.6,119.9,73.3,1.51,52.5,null_rw,daily,donch260,19
long,10,15,1295,64.4,147.6,53.3,0.95,42.1,null_rw,daily,donch260,19
long,20,15,1285,-53.0,35.9,53.3,-0.56,-97.8,null_rw,daily,donch260,19
short,1,7,1304,8.3,-37.9,42.9,0.21,10.4,null_rw,daily,donch260,19
short,3,7,1302,-48.2,-86.8,28.6,-1.51,-41.6,null_rw,daily,donch260,19
short,5,7,1300,-31.2,-8.3,42.9,-0.74,-20.2,null_rw,daily,donch260,19
short,10,7,1295,-105.5,-107.4,42.9,-1.04,-83.2,null_rw,daily,donch260,19
short,20,7,1285,-319.9,-338.8,14.3,-3.39,-275.0,null_rw,daily,donch260,19
long,1,5,8993,5.6,7.1,60.0,0.79,6.2,null_rw,60m,compress_bo,19
long,3,5,8991,-21.7,-31.8,40.0,-1.06,-20.1,null_rw,60m,compress_bo,19
long,5,5,8989,-14.7,-25.3,40.0,-0.76,-12.1,null_rw,60m,compress_bo,19
long,10,5,8984,36.4,27.3,60.0,0.81,41.7,null_rw,60m,compress_bo,19
long,20,5,8974,98.1,133.3,80.0,1.55,108.7,null_rw,60m,compress_bo,19
short,1,13,8993,15.6,5.7,69.2,1.43,15.0,null_rw,60m,compress_bo,19
short,3,13,8991,38.2,36.3,69.2,2.22,36.6,null_rw,60m,compress_bo,19
short,5,13,8989,50.3,27.8,76.9,2.57,47.7,null_rw,60m,compress_bo,19
short,10,13,8984,47.1,54.7,69.2,1.97,41.8,null_rw,60m,compress_bo,19
short,20,13,8974,75.9,78.7,61.5,1.38,65.4,null_rw,60m,compress_bo,19
long,1,96,8993,2.1,-0.9,47.9,0.61,2.7,null_rw,60m,kelt_pull,19
long,3,96,8991,14.2,11.2,58.3,2.62,15.8,null_rw,60m,kelt_pull,19
long,5,96,8989,17.6,16.9,59.4,2.36,20.2,null_rw,60m,kelt_pull,19
long,10,96,8984,16.3,15.6,56.2,1.52,21.6,null_rw,60m,kelt_pull,19
long,20,95,8974,16.5,31.0,57.9,1.08,27.0,null_rw,60m,kelt_pull,19
short,1,97,8993,4.1,3.9,53.6,1.13,3.6,null_rw,60m,kelt_pull,19
short,3,97,8991,16.7,16.9,62.9,2.85,15.1,null_rw,60m,kelt_pull,19
short,5,97,8989,26.0,31.9,70.1,3.55,23.4,null_rw,60m,kelt_pull,19
short,10,97,8984,32.1,25.8,58.8,2.9,26.8,null_rw,60m,kelt_pull,19
short,20,97,8974,31.6,38.1,58.8,2.03,21.0,null_rw,60m,kelt_pull,19
